survey_id,s_year,s_month,lat,lon,tminus,max_dhw
912343337,2013,5,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343337,2013,5,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343337,2013,5,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343338,2013,7,-16.475000381469727,147.8249969482422,1,1.1699999570846558
912343338,2013,7,-16.475000381469727,147.8249969482422,2,0.520714282989502
912343338,2013,7,-16.475000381469727,147.8249969482422,3,3
912343338,2013,7,-16.475000381469727,147.8249969482422,4,2.549999952316284
912343338,2013,7,-16.475000381469727,147.8249969482422,5,3.3822221755981445
912343338,2013,7,-16.475000381469727,147.8249969482422,6,0.949999988079071
912343339,2013,7,-16.475000381469727,147.8249969482422,1,1.1699999570846558
912343339,2013,7,-16.475000381469727,147.8249969482422,2,0.520714282989502
912343339,2013,7,-16.475000381469727,147.8249969482422,3,3
912343339,2013,7,-16.475000381469727,147.8249969482422,4,2.549999952316284
912343339,2013,7,-16.475000381469727,147.8249969482422,5,3.3822221755981445
912343339,2013,7,-16.475000381469727,147.8249969482422,6,0.949999988079071
912343340,2013,7,-16.524999618530273,147.8249969482422,1,1.190000057220459
912343340,2013,7,-16.524999618530273,147.8249969482422,2,0.5360714197158813
912343340,2013,7,-16.524999618530273,147.8249969482422,3,2.9800000190734863
912343340,2013,7,-16.524999618530273,147.8249969482422,4,2.7200000286102295
912343340,2013,7,-16.524999618530273,147.8249969482422,5,3.5433332920074463
912343340,2013,7,-16.524999618530273,147.8249969482422,6,0.8199999928474426
912343341,2013,7,-16.524999618530273,147.8249969482422,1,1.190000057220459
